fips,county,pop_total,pop_margin,male_total,male_error,female_total,female_error
46015,"Brule County, South Dakota",2497,183,1289,110,1208,127
46017,"Buffalo County, South Dakota",674,81,363,59,311,45
46019,"Butte County, South Dakota",4999,266,2603,175,2396,223
46021,"Campbell County, South Dakota",683,82,341,57,342,44
46023,"Charles Mix County, South Dakota",3810,148,2068,86,1742,112
46025,"Clark County, South Dakota",1781,86,1039,72,742,60
46027,"Clay County, South Dakota",6751,345,3528,247,3223,227
46029,"Codington County, South Dakota",14850,383,7718,273,7132,243
46031,"Corson County, South Dakota",1235,59,709,45,526,41
46033,"Custer County, South Dakota",3678,248,1959,155,1719,165
46035,"Davison County, South Dakota",10224,352,5506,243,4718,230
46037,"Day County, South Dakota",2631,129,1424,90,1207,74
46039,"Deuel County, South Dakota",2179,94,1178,66,1001,58
46041,"Dewey County, South Dakota",1837,110,876,66,961,75
46043,"Douglas County, South Dakota",1525,62,814,45,711,42
46045,"Edmunds County, South Dakota",2116,107,1105,129,1011,97
46047,"Fall River County, South Dakota",3094,202,1550,148,1544,142
46049,"Faulk County, South Dakota",1134,103,634,87,500,86
46051,"Grant County, South Dakota",3834,214,2219,143,1615,122
46053,"Gregory County, South Dakota",1989,89,1097,57,892,59
46055,"Haakon County, South Dakota",982,89,552,60,430,62
46057,"Hamlin County, South Dakota",2804,128,1622,69,1182,98
46059,"Hand County, South Dakota",1617,114,866,81,751,60
46061,"Hanson County, South Dakota",1650,113,912,115,738,54
46063,"Harding County, South Dakota",653,77,397,46,256,45
46065,"Hughes County, South Dakota",9632,296,5158,155,4474,228
46067,"Hutchinson County, South Dakota",3623,151,1928,128,1695,141
46069,"Hyde County, South Dakota",802,91,434,60,368,50
46071,"Jackson County, South Dakota",1263,147,681,89,582,88
46073,"Jerauld County, South Dakota",1010,68,548,44,462,52
46075,"Jones County, South Dakota",473,78,254,47,219,48
46077,"Kingsbury County, South Dakota",2586,103,1400,91,1186,60
46079,"Lake County, South Dakota",6274,283,3474,195,2800,187
46081,"Lawrence County, South Dakota",12258,416,6477,316,5781,326
46083,"Lincoln County, South Dakota",26885,579,14035,366,12850,412
46085,"Lyman County, South Dakota",1700,85,941,57,759,61
46087,"McCook County, South Dakota",2924,119,1609,107,1315,61
46089,"McPherson County, South Dakota",1019,148,571,117,448,69
46091,"Marshall County, South Dakota",2171,140,1238,128,933,66
46093,"Meade County, South Dakota",13737,395,7700,305,6037,252
46095,"Mellette County, South Dakota",786,71,447,58,339,42
46097,"Miner County, South Dakota",1152,88,622,59,530,53
46099,"Minnehaha County, South Dakota",96070,1108,49744,794,46326,723
46101,"Moody County, South Dakota",3333,120,1776,81,1557,94
46103,"Pennington County, South Dakota",52401,1004,27512,643,24889,667
46105,"Perkins County, South Dakota",1459,101,790,65,669,57
46107,"Potter County, South Dakota",1092,90,588,60,504,48
46109,"Roberts County, South Dakota",4288,148,2262,105,2026,121
46111,"Sanborn County, South Dakota",1234,101,658,86,576,40
46113,"Shannon County, South Dakota",3026,224,1398,145,1628,193
46115,"Spink County, South Dakota",3158,140,1686,107,1472,74
46117,"Stanley County, South Dakota",1651,116,916,81,735,76
46119,"Sully County, South Dakota",803,82,503,53,300,44
46121,"Todd County, South Dakota",2778,216,1318,135,1460,133
46123,"Tripp County, South Dakota",2836,172,1583,115,1253,100
46125,"Turner County, South Dakota",4288,113,2362,83,1926,74
46127,"Union County, South Dakota",7353,228,3949,148,3404,145
46129,"Walworth County, South Dakota",2487,191,1348,115,1139,127
46135,"Yankton County, South Dakota",11159,397,5694,273,5465,266
46137,"Ziebach County, South Dakota",909,54,468,37,441,38
47001,"Anderson County, Tennessee",30931,874,16246,655,14685,479
47003,"Bedford County, Tennessee",18741,676,9987,433,8754,390
47005,"Benton County, Tennessee",5870,322,3054,219,2816,224
47007,"Bledsoe County, Tennessee",4356,308,2412,214,1944,188
47009,"Blount County, Tennessee",53927,961,27873,698,26054,686
47011,"Bradley County, Tennessee",42347,980,22495,691,19852,675
47013,"Campbell County, Tennessee",13754,592,6999,382,6755,393
47015,"Cannon County, Tennessee",5501,304,2863,218,2638,235
47017,"Carroll County, Tennessee",10840,485,5581,331,5259,290
47019,"Carter County, Tennessee",23146,692,12054,529,11092,418
47021,"Cheatham County, Tennessee",17872,572,9586,353,8286,446
47023,"Chester County, Tennessee",6785,375,3636,260,3149,247
47025,"Claiborne County, Tennessee",11452,443,6194,298,5258,348
47027,"Clay County, Tennessee",2753,244,1448,182,1305,155
47029,"Cocke County, Tennessee",13254,543,6987,384,6267,392
47031,"Coffee County, Tennessee",20608,693,11226,473,9382,491
47033,"Crockett County, Tennessee",5888,282,3118,154,2770,205
47035,"Cumberland County, Tennessee",19520,697,10122,454,9398,472
47037,"Davidson County, Tennessee",321739,2563,166028,1706,155711,1771
47039,"Decatur County, Tennessee",4447,260,2270,171,2177,186
47041,"DeKalb County, Tennessee",7492,385,4132,246,3360,245
47043,"Dickson County, Tennessee",21233,630,11339,390,9894,537
47045,"Dyer County, Tennessee",15685,581,7925,383,7760,407
47047,"Fayette County, Tennessee",16880,601,9027,403,7853,405
47049,"Fentress County, Tennessee",5901,340,3118,215,2783,256
47051,"Franklin County, Tennessee",16256,667,8694,430,7562,429
47053,"Gibson County, Tennessee",19566,577,10147,394,9419,450
47055,"Giles County, Tennessee",11418,492,6065,318,5353,327
47057,"Grainger County, Tennessee",8378,412,4453,258,3925,276
47059,"Greene County, Tennessee",26628,666,13523,506,13105,527
47061,"Grundy County, Tennessee",4373,345,2396,200,1977,227
47063,"Hamblen County, Tennessee",24729,706,13710,513,11019,543
47065,"Hamilton County, Tennessee",158392,1723,81991,1234,76401,1340
47067,"Hancock County, Tennessee",2139,197,1110,120,1029,135
47069,"Hardeman County, Tennessee",8165,443,4375,304,3790,280
47071,"Hardin County, Tennessee",9085,397,4938,312,4147,245
47073,"Hawkins County, Tennessee",21248,743,11397,481,9851,497
47075,"Haywood County, Tennessee",7157,339,3429,234,3728,258
47077,"Henderson County, Tennessee",10950,490,5831,328,5119,345
47079,"Henry County, Tennessee",12259,539,6365,397,5894,351
47081,"Hickman County, Tennessee",9001,424,4827,389,4174,263
47083,"Houston County, Tennessee",2984,177,1829,135,1155,128
47085,"Humphreys County, Tennessee",7075,394,3755,251,3320,288
47087,"Jackson County, Tennessee",3755,251,2118,190,1637,156
47089,"Jefferson County, Tennessee",21686,760,11171,460,10515,515
47091,"Johnson County, Tennessee",6224,411,3351,301,2873,222
47093,"Knox County, Tennessee",207661,1926,110113,1428,97548,1297
47095,"Lake County, Tennessee",1775,269,849,227,926,101
47097,"Lauderdale County, Tennessee",8938,421,4538,298,4400,243
47099,"Lawrence County, Tennessee",16216,513,8596,309,7620,345
47101,"Lewis County, Tennessee",4405,271,2198,159,2207,222
47103,"Lincoln County, Tennessee",13878,490,7542,293,6336,375
47105,"Loudon County, Tennessee",19257,698,10836,473,8421,447
47107,"McMinn County, Tennessee",20641,787,11498,524,9143,476
47109,"McNairy County, Tennessee",8795,475,4804,351,3991,266
47111,"Macon County, Tennessee",8989,507,4887,333,4102,319
47113,"Madison County, Tennessee",41629,1071,20827,733,20802,735
47115,"Marion County, Tennessee",11327,493,6297,301,5030,336
47117,"Marshall County, Tennessee",12991,512,6928,352,6063,377
47119,"Maury County, Tennessee",36917,847,18458,530,18459,626
47121,"Meigs County, Tennessee",3593,310,2132,190,1461,198
47123,"Monroe County, Tennessee",15771,636,8698,477,7073,446
47125,"Montgomery County, Tennessee",80019,1397,45507,804,34512,1007
47127,"Moore County, Tennessee",2908,159,1508,145,1400,131
47129,"Morgan County, Tennessee",6682,537,3408,440,3274,279
47131,"Obion County, Tennessee",12063,451,6487,255,5576,342
47133,"Overton County, Tennessee",8230,456,4197,329,4033,299
47135,"Perry County, Tennessee",2605,211,1419,169,1186,130
47137,"Pickett County, Tennessee",2097,197,1096,136,1001,103
47139,"Polk County, Tennessee",6246,362,3177,212,3069,263
47141,"Putnam County, Tennessee",29984,906,15387,627,14597,577
47143,"Rhea County, Tennessee",12089,599,6545,475,5544,370
47145,"Roane County, Tennessee",20602,765,10944,579,9658,515
47147,"Robertson County, Tennessee",30260,752,16241,475,14019,506
47149,"Rutherford County, Tennessee",133006,1646,71020,991,61986,1118
47151,"Scott County, Tennessee",7442,408,3881,256,3561,354
47153,"Sequatchie County, Tennessee",5627,358,3116,232,2511,248
47155,"Sevier County, Tennessee",42571,1089,22008,774,20563,756
47157,"Shelby County, Tennessee",411906,2716,206279,1980,205627,2100
47159,"Smith County, Tennessee",7696,328,4281,242,3415,223
47161,"Stewart County, Tennessee",4858,282,2566,233,2292,222
47163,"Sullivan County, Tennessee",64565,1133,33782,703,30783,814
47165,"Sumner County, Tennessee",77797,1065,41501,901,36296,770
47167,"Tipton County, Tennessee",26282,708,14131,481,12151,485
47169,"Trousdale County, Tennessee",3313,249,1689,190,1624,160
47171,"Unicoi County, Tennessee",6662,433,3583,344,3079,289
47173,"Union County, Tennessee",6499,418,3630,278,2869,269
47175,"Van Buren County, Tennessee",2174,172,1072,115,1102,106
47177,"Warren County, Tennessee",15690,492,8699,356,6991,352
47179,"Washington County, Tennessee",55665,1139,28934,637,26731,849
47181,"Wayne County, Tennessee",5544,428,2931,305,2613,212
47183,"Weakley County, Tennessee",13982,493,7207,329,6775,346
47185,"White County, Tennessee",9729,526,5206,352,4523,283
47187,"Williamson County, Tennessee",92101,1250,51503,723,40598,901
47189,"Wilson County, Tennessee",56134,895,29647,591,26487,789
48001,"Anderson County, Texas",19853,762,11344,640,8509,468
48003,"Andrews County, Texas",7493,306,4361,173,3132,243
48005,"Angelina County, Texas",34362,799,17993,639,16369,604
48007,"Aransas County, Texas",8937,460,4985,330,3952,313
48009,"Archer County, Texas",4152,150,2294,92,1858,118
48011,"Armstrong County, Texas",931,95,517,57,414,63
48013,"Atascosa County, Texas",18905,621,10726,446,8179,521
48015,"Austin County, Texas",13105,446,7383,281,5722,357
48017,"Bailey County, Texas",3246,299,1911,209,1335,228
48019,"Bandera County, Texas",8615,480,4648,320,3967,413
48021,"Bastrop County, Texas",31482,1102,17340,813,14142,787
48023,"Baylor County, Texas",1394,136,862,111,532,90
48025,"Bee County, Texas",9999,655,5289,582,4710,332
48027,"Bell County, Texas",144367,1965,81369,1219,62998,1395
48029,"Bexar County, Texas",809402,4181,436447,2785,372955,3159
48031,"Blanco County, Texas",4687,351,2416,286,2271,143
48033,"Borden County, Texas",286,50,163,36,123,27
48035,"Bosque County, Texas",6902,293,3775,194,3127,179
48037,"Bowie County, Texas",36134,991,18577,653,17557,658
48039,"Brazoria County, Texas",148432,1869,80610,1315,67822,1273
48041,"Brazos County, Texas",93926,1654,50692,1263,43234,1062
48043,"Brewster County, Texas",4455,242,2538,174,1917,167
48045,"Briscoe County, Texas",697,77,415,56,282,48
48047,"Brooks County, Texas",2288,409,1142,288,1146,199
48049,"Brown County, Texas",14955,582,7986,438,6969,340
48051,"Burleson County, Texas",6698,373,3640,248,3058,255
48053,"Burnet County, Texas",18315,832,9986,579,8329,551
48055,"Caldwell County, Texas",15752,650,8757,410,6995,536
48057,"Calhoun County, Texas",8961,474,5213,326,3748,292
48059,"Callahan County, Texas",5223,296,2898,199,2325,226
48061,"Cameron County, Texas",142950,1838,75469,1299,67481,1399
48063,"Camp County, Texas",4640,336,2450,221,2190,252
48065,"Carson County, Texas",2853,162,1544,80,1309,129
48067,"Cass County, Texas",11845,476,6217,274,5628,328
48069,"Castro County, Texas",3251,180,2058,114,1193,141
48071,"Chambers County, Texas",15043,600,9384,344,5659,530
48073,"Cherokee County, Texas",19573,621,10358,436,9215,364
48075,"Childress County, Texas",2743,297,1477,267,1266,201
48077,"Clay County, Texas",4738,207,2633,131,2105,152
48079,"Cochran County, Texas",1144,62,726,40,418,47
48081,"Coke County, Texas",1397,108,752,71,645,76
48083,"Coleman County, Texas",3510,217,1898,159,1612,148
48085,"Collin County, Texas",423684,2792,229889,1647,193795,2084
48087,"Collingsworth County, Texas",1375,96,822,90,553,78
48089,"Colorado County, Texas",8838,491,4821,306,4017,330
48091,"Comal County, Texas",51516,1063,28155,759,23361,868
48093,"Comanche County, Texas",4907,333,2773,179,2134,208
48095,"Concho County, Texas",1087,220,646,153,441,108
48097,"Cooke County, Texas",17415,585,9267,315,8148,439
48099,"Coryell County, Texas",29999,937,18377,577,11622,754
48101,"Cottle County, Texas",659,246,353,203,306,68
48103,"Crane County, Texas",1908,126,1223,76,685,92
48105,"Crockett County, Texas",1794,148,1096,134,698,102
48107,"Crosby County, Texas",2437,136,1390,86,1047,93
48109,"Culberson County, Texas",996,104,538,90,458,98
48111,"Dallam County, Texas",3332,182,2101,144,1231,135
48113,"Dallas County, Texas",1143128,5051,626719,3156,516409,3324
48115,"Dawson County, Texas",4634,310,2712,248,1922,161
48117,"Deaf Smith County, Texas",8008,347,4701,233,3307,251
48119,"Delta County, Texas",1854,153,960,115,894,90
48121,"Denton County, Texas",364566,2167,194282,1635,170284,1982
48123,"DeWitt County, Texas",8101,381,4311,328,3790,235
48125,"Dickens County, Texas",794,99,431,67,363,60
48127,"Dimmit County, Texas",4132,302,2146,202,1986,225
48129,"Donley County, Texas",1430,120,823,74,607,96
48131,"Duval County, Texas",4148,284,2248,219,1900,194
48133,"Eastland County, Texas",6947,452,3557,277,3390,340
48135,"Ector County, Texas",66280,977,38748,562,27532,813
48137,"Edwards County, Texas",874,131,466,114,408,86
48139,"Ellis County, Texas",71144,1228,38360,713,32784,845
48141,"El Paso County, Texas",330878,2698,183976,1785,146902,2169
48143,"Erath County, Texas",18699,615,10197,395,8502,464
48145,"Falls County, Texas",6132,349,3168,314,2964,194
48147,"Fannin County, Texas",12890,425,6962,352,5928,259
48149,"Fayette County, Texas",11437,345,6124,219,5313,269
48151,"Fisher County, Texas",1788,135,967,91,821,88
48153,"Floyd County, Texas",2708,168,1534,112,1174,121
48155,"Foard County, Texas",463,82,250,63,213,49
48157,"Fort Bend County, Texas",296403,3300,160985,1919,135418,2317
48159,"Franklin County, Texas",4169,266,2203,214,1966,199
48161,"Freestone County, Texas",7815,410,4268,322,3547,279
48163,"Frio County, Texas",6391,518,3758,393,2633,281
48165,"Gaines County, Texas",7425,336,4668,174,2757,281
48167,"Galveston County, Texas",138540,1860,74837,1221,63703,1321
48169,"Garza County, Texas",1824,633,887,515,937,189
48171,"Gillespie County, Texas",11072,425,5577,307,5495,273
48173,"Glasscock County, Texas",545,94,391,63,154,52
48175,"Goliad County, Texas",2954,224,1666,137,1288,165
48177,"Gonzales County, Texas",8276,322,4583,253,3693,243
48179,"Gray County, Texas",9320,460,5282,345,4038,287
48181,"Grayson County, Texas",52127,953,27696,600,24431,674
48183,"Gregg County, Texas",54264,1001,29545,608,24719,803
48185,"Grimes County, Texas",9640,477,5425,420,4215,304
48187,"Guadalupe County, Texas",65287,1169,34975,747,30312,744
48189,"Hale County, Texas",14191,735,8123,582,6068,361
48191,"Hall County, Texas",1177,98,648,80,529,74
48193,"Hamilton County, Texas",3255,234,1757,169,1498,145
48195,"Hansford County, Texas",2551,135,1573,84,978,95
48197,"Hardeman County, Texas",1548,170,726,126,822,111
48199,"Hardin County, Texas",23649,701,13064,448,10585,530
48201,"Harris County, Texas",1987319,7826,1116793,5331,870526,5012
48203,"Harrison County, Texas",28159,781,14799,592,13360,526
48205,"Hartley County, Texas",2306,288,1303,269,1003,95
48207,"Haskell County, Texas",2183,295,1288,177,895,148
48209,"Hays County, Texas",81330,1462,43265,1032,38065,935
48211,"Hemphill County, Texas",1881,98,1101,90,780,91
48213,"Henderson County, Texas",29370,780,16324,540,13046,530
48215,"Hidalgo County, Texas",285509,2532,155528,1697,129981,2045
48217,"Hill County, Texas",14087,431,7621,255,6466,334
48219,"Hockley County, Texas",10293,311,5665,183,4628,243
48221,"Hood County, Texas",21253,691,11453,434,9800,531
48223,"Hopkins County, Texas",14790,468,8378,294,6412,339
48225,"Houston County, Texas",7657,378,4025,273,3632,270
48227,"Howard County, Texas",13147,583,6903,503,6244,311
48229,"Hudspeth County, Texas",1045,189,627,131,418,94
48231,"Hunt County, Texas",34793,959,18907,580,15886,600
48233,"Hutchinson County, Texas",9247,300,5409,212,3838,233
48235,"Irion County, Texas",725,86,445,62,280,56
48237,"Jack County, Texas",3196,319,1838,238,1358,164
48239,"Jackson County, Texas",5950,309,3584,158,2366,214
48241,"Jasper County, Texas",11952,657,6341,397,5611,440
48243,"Jeff Davis County, Texas",1061,120,564,89,497,88
48245,"Jefferson County, Texas",100278,1661,54470,1152,45808,1093
48247,"Jim Hogg County, Texas",1917,272,1069,211,848,156
48249,"Jim Wells County, Texas",16642,727,8922,458,7720,503
48251,"Johnson County, Texas",67807,1172,38030,743,29777,773
48253,"Jones County, Texas",5063,1671,2191,1664,2872,198
48255,"Karnes County, Texas",4854,608,2636,425,2218,296
48257,"Kaufman County, Texas",47336,1000,25718,611,21618,642
48259,"Kendall County, Texas",16151,583,8892,338,7259,461
48261,"Kenedy County, Texas",195,75,138,60,57,29
48263,"Kent County, Texas",420,70,247,52,173,40
48265,"Kerr County, Texas",20293,657,10500,480,9793,477
48267,"Kimble County, Texas",2033,155,1022,116,1011,110
48269,"King County, Texas",180,46,111,36,69,23
48271,"Kinney County, Texas",1125,163,647,114,478,127
48273,"Kleberg County, Texas",13570,652,7883,473,5687,490
48275,"Knox County, Texas",1468,97,896,63,572,69
48277,"Lamar County, Texas",20760,574,10727,399,10033,385
48279,"Lamb County, Texas",5568,289,3063,191,2505,217
48281,"Lampasas County, Texas",8469,354,4739,229,3730,258
48283,"La Salle County, Texas",2296,299,1437,344,859,179
48285,"Lavaca County, Texas",8501,275,4535,194,3966,199
48287,"Lee County, Texas",7452,351,3960,215,3492,240
48289,"Leon County, Texas",6746,407,3691,223,3055,285
48291,"Liberty County, Texas",27010,946,15992,679,11018,589
48293,"Limestone County, Texas",9410,454,5222,344,4188,271
48295,"Lipscomb County, Texas",1589,103,1033,76,556,64
48297,"Live Oak County, Texas",3829,558,2002,525,1827,187
48299,"Llano County, Texas",7483,450,4131,287,3352,268
48301,"Loving County, Texas",57,37,39,33,18,14
48303,"Lubbock County, Texas",136959,1910,72241,1345,64718,1173
48305,"Lynn County, Texas",2494,133,1401,99,1093,86
48307,"McCulloch County, Texas",3520,315,1935,207,1585,208
48309,"McLennan County, Texas",104865,1601,54078,969,50787,1124
48311,"McMullen County, Texas",332,100,248,88,84,41
48313,"Madison County, Texas",3888,505,1941,374,1947,204
48315,"Marion County, Texas",3793,271,1978,193,1815,186
48317,"Martin County, Texas",2222,154,1278,106,944,117
48319,"Mason County, Texas",1883,160,1118,109,765,116
48321,"Matagorda County, Texas",15102,655,8309,441,6793,486
48323,"Maverick County, Texas",19697,707,11027,461,8670,448
48325,"Medina County, Texas",19032,1076,10051,869,8981,428
48327,"Menard County, Texas",822,94,439,72,383,59
48329,"Midland County, Texas",72747,1063,42168,623,30579,828
48331,"Milam County, Texas",9289,450,4938,279,4351,309
48333,"Mills County, Texas",1843,124,993,95,850,99
48335,"Mitchell County, Texas",2682,341,1477,240,1205,195
48337,"Montague County, Texas",8128,303,4625,210,3503,245
48339,"Montgomery County, Texas",220512,2149,126182,1312,94330,1806
48341,"Moore County, Texas",10548,365,6169,232,4379,271
48343,"Morris County, Texas",4525,286,2280,189,2245,177
48345,"Motley County, Texas",463,59,324,47,139,32
48347,"Nacogdoches County, Texas",26871,740,14580,497,12291,507
48349,"Navarro County, Texas",19399,600,10664,373,8735,445
48351,"Newton County, Texas",4945,374,2748,338,2197,274
48353,"Nolan County, Texas",6248,278,3418,175,2830,201
48355,"Nueces County, Texas",156732,1761,85685,1002,71047,1300
48357,"Ochiltree County, Texas",4743,231,2900,135,1843,172
48359,"Oldham County, Texas",750,263,419,193,331,80
48361,"Orange County, Texas",34683,826,19225,561,15458,579
48363,"Palo Pinto County, Texas",11254,470,6132,297,5122,308
48365,"Panola County, Texas",10129,410,5787,257,4342,303
48367,"Parker County, Texas",53331,1040,29498,746,23833,737
48369,"Parmer County, Texas",4544,179,2721,136,1823,136
48371,"Pecos County, Texas",6220,299,3568,251,2652,214
48373,"Polk County, Texas",15181,827,8067,673,7114,387
48375,"Potter County, Texas",52651,964,29290,657,23361,682
48377,"Presidio County, Texas",2746,254,1635,179,1111,159
48379,"Rains County, Texas",4459,261,2238,176,2221,183
48381,"Randall County, Texas",63072,1082,33682,645,29390,717
48383,"Reagan County, Texas",1633,134,1068,83,565,92
48385,"Real County, Texas",997,129,561,92,436,90
48387,"Red River County, Texas",4492,289,2301,198,2191,210
48389,"Reeves County, Texas",4796,869,2794,851,2002,165
48391,"Refugio County, Texas",3030,164,1742,108,1288,130
48393,"Roberts County, Texas",401,72,218,39,183,49
48395,"Robertson County, Texas",6353,363,3250,248,3103,231
48397,"Rockwall County, Texas",39146,931,21585,557,17561,657
48399,"Runnels County, Texas",4111,207,2161,153,1950,169
48401,"Rusk County, Texas",21361,718,11811,626,9550,441
48403,"Sabine County, Texas",2754,298,1494,176,1260,227
48405,"San Augustine County, Texas",2357,301,1479,252,878,168
48407,"San Jacinto County, Texas",9716,582,5931,466,3785,418
48409,"San Patricio County, Texas",28127,637,15652,457,12475,472
48411,"San Saba County, Texas",2254,188,1434,182,820,123
48413,"Schleicher County, Texas",1514,141,911,91,603,94
48415,"Scurry County, Texas",7258,437,4147,358,3111,221
48417,"Shackelford County, Texas",1484,128,892,75,592,85
48419,"Shelby County, Texas",10315,402,5661,290,4654,305
48421,"Sherman County, Texas",1378,114,821,90,557,77
48423,"Smith County, Texas",93342,1400,49541,1026,43801,1085
48425,"Somervell County, Texas",3608,250,1967,170,1641,212
48427,"Starr County, Texas",20021,910,10410,612,9611,527
48429,"Stephens County, Texas",3583,273,2097,213,1486,174
48431,"Sterling County, Texas",577,98,329,76,248,58
48433,"Stonewall County, Texas",557,92,323,88,234,53
48435,"Sutton County, Texas",1803,152,1166,128,637,91
48437,"Swisher County, Texas",2719,200,1695,145,1024,120
48439,"Tarrant County, Texas",889269,3913,482339,2493,406930,3098
48441,"Taylor County, Texas",61988,1136,33324,762,28664,857
48443,"Terrell County, Texas",377,99,250,76,127,44
48445,"Terry County, Texas",4764,294,2675,199,2089,216
48447,"Throckmorton County, Texas",693,71,386,47,307,49
48449,"Titus County, Texas",13382,488,7546,295,5836,358
48451,"Tom Green County, Texas",53001,1018,28655,639,24346,738
48453,"Travis County, Texas",568094,2924,313160,2085,254934,2529
48455,"Trinity County, Texas",4817,366,2549,285,2268,250
48457,"Tyler County, Texas",6987,472,3873,341,3114,263
48459,"Upshur County, Texas",16149,561,9181,361,6968,430
48461,"Upton County, Texas",1344,106,788,83,556,72
48463,"Uvalde County, Texas",10384,512,5461,357,4923,347
48465,"Val Verde County, Texas",19909,702,11427,485,8482,518
48467,"Van Zandt County, Texas",20760,641,11432,377,9328,493
48469,"Victoria County, Texas",40113,782,21541,501,18572,561
48471,"Walker County, Texas",21882,1138,10462,1111,11420,541
48473,"Waller County, Texas",18384,701,10919,430,7465,522
48475,"Ward County, Texas",4490,217,2639,160,1851,198
48477,"Washington County, Texas",14327,645,7753,475,6574,431
48479,"Webb County, Texas",94835,1582,52759,1065,42076,1122
48481,"Wharton County, Texas",18200,572,9981,402,8219,442
48483,"Wheeler County, Texas",2591,115,1571,74,1020,86
48485,"Wichita County, Texas",60654,1075,33198,785,27456,652
48487,"Wilbarger County, Texas",5954,318,3028,239,2926,196
48489,"Willacy County, Texas",5481,487,2800,339,2681,297
48491,"Williamson County, Texas",220962,2003,117732,1490,103230,1594
48493,"Wilson County, Texas",20219,579,11123,362,9096,435
48495,"Winkler County, Texas",3134,182,1868,127,1266,130
48497,"Wise County, Texas",26498,737,14731,494,11767,488
48499,"Wood County, Texas",15348,475,8329,319,7019,357
48501,"Yoakum County, Texas",3544,218,2212,114,1332,170
48503,"Young County, Texas",8160,361,4458,253,3702,256
48505,"Zapata County, Texas",5017,399,2784,291,2233,239
48507,"Zavala County, Texas",4399,390,2491,250,1908,229
49001,"Beaver County, Utah",2702,180,1525,155,1177,96
49003,"Box Elder County, Utah",21231,493,12073,351,9158,358
49005,"Cache County, Utah",52893,721,29787,525,23106,566
49007,"Carbon County, Utah",8958,330,4818,204,4140,204
49009,"Daggett County, Utah",200,57,117,41,83,26
49011,"Davis County, Utah",143686,1340,81711,801,61975,1032
49013,"Duchesne County, Utah",7662,285,4750,230,2912,163
49015,"Emery County, Utah",4131,166,2343,119,1788,133
49017,"Garfield County, Utah",2076,152,1199,87,877,106
49019,"Grand County, Utah",4651,279,2315,245,2336,173
49021,"Iron County, Utah",18500,664,10421,417,8079,471
49023,"Juab County, Utah",4235,233,2318,124,1917,162
49025,"Kane County, Utah",3177,175,1482,150,1695,99
49027,"Millard County, Utah",5216,249,3067,149,2149,137
49029,"Morgan County, Utah",4044,183,2423,121,1621,131
49031,"Piute County, Utah",674,97,296,70,378,65
49033,"Rich County, Utah",771,82,475,59,296,51
49035,"Salt Lake County, Utah",513504,2498,283993,1569,229511,1749
49037,"San Juan County, Utah",4657,250,2491,160,2166,177
49039,"Sanpete County, Utah",9927,692,5396,564,4531,244
49041,"Sevier County, Utah",8170,296,4679,179,3491,217
49043,"Summit County, Utah",19795,450,11284,286,8511,384
49045,"Tooele County, Utah",25481,684,14611,439,10870,443
49047,"Uintah County, Utah",14751,469,8849,328,5902,374
49049,"Utah County, Utah",227230,1782,131993,1000,95237,1451
49051,"Wasatch County, Utah",11369,394,6397,287,4972,252
49053,"Washington County, Utah",54169,991,29865,707,24304,667
49055,"Wayne County, Utah",1259,80,682,53,577,61
49057,"Weber County, Utah",107214,1462,58300,978,48914,1032
50001,"Addison County, Vermont",18932,362,9919,225,9013,271
50003,"Bennington County, Vermont",17295,533,8732,364,8563,339
50005,"Caledonia County, Vermont",14637,342,7502,279,7135,260
50007,"Chittenden County, Vermont",85423,1000,43638,690,41785,774
50009,"Essex County, Vermont",2636,100,1345,61,1291,72
50011,"Franklin County, Vermont",24719,522,12998,291,11721,365
50013,"Grand Isle County, Vermont",3701,124,1887,92,1814,81
50015,"Lamoille County, Vermont",12681,400,6831,229,5850,271
50017,"Orange County, Vermont",14905,289,7572,224,7333,216
50019,"Orleans County, Vermont",11886,318,6139,238,5747,206
50021,"Rutland County, Vermont",29476,594,14905,430,14571,351
50023,"Washington County, Vermont",30839,520,15557,332,15282,347
50025,"Windham County, Vermont",21957,501,11225,299,10732,340
50027,"Windsor County, Vermont",27832,676,14187,457,13645,444
51001,"Accomack County, Virginia",14257,621,7484,317,6773,514
51003,"Albemarle County, Virginia",46682,944,23622,640,23060,609
51005,"Alleghany County, Virginia",6571,278,3710,170,2861,216
51007,"Amelia County, Virginia",5618,333,2954,234,2664,266
51009,"Amherst County, Virginia",14643,550,7213,300,7430,441
51011,"Appomattox County, Virginia",6303,326,3211,241,3092,206
51013,"Arlington County, Virginia",140315,1498,74691,780,65624,1152
51015,"Augusta County, Virginia",34146,833,17795,638,16351,501
51017,"Bath County, Virginia",2160,242,1085,243,1075,189
51019,"Bedford County, Virginia",34965,787,18788,584,16177,540
51021,"Bland County, Virginia",2454,245,1242,197,1212,115
51023,"Botetourt County, Virginia",15734,472,8295,316,7439,303
51025,"Brunswick County, Virginia",6267,408,3056,295,3211,244
51027,"Buchanan County, Virginia",7148,361,3699,275,3449,271
51029,"Buckingham County, Virginia",5908,455,2693,405,3215,221
51031,"Campbell County, Virginia",25109,683,13230,458,11879,416
51033,"Caroline County, Virginia",13241,539,6675,383,6566,363
51035,"Carroll County, Virginia",12365,523,6421,396,5944,323
51036,"Charles City County, Virginia",3174,126,1583,81,1591,104
51037,"Charlotte County, Virginia",4883,315,2484,248,2399,153
